matricula;marca;modelo;precio;descuento;localizacion;tipo;kilometros;fecha matriculacion;potencia;garantia;puertas;cambio;imagen;descripcion
3654ryq;bmw;serie1;2230.0;24.47;almeria;sedan;365012;1979-12-19;195;18 meses;3 puertas;automatico;coche/cochenegro.jpg;ryq estas con las letras de mi matricula
2714ahg;chevrolet;aveo;9077.37;62.05;teruel;turismo;498881;1970-12-26;5;28 meses;2 puertas;automatico;coche/cochemarron.jpg;ahg estas con las letras de mi matricula
5150xvv;ford;custom;7965.09;61.09;lugo;turismo;255164;2008-12-27;61;24 meses;5 puertas;automatico;coche/cocherojo.jpg;xvv estas con las letras de mi matricula
0926tqb;cadillac;ats;3547.93;6.62;melilla;descapotable;458477;2016-06-23;49;2 meses;5 puertas;manual;coche/cochenegro.jpg;tqb estas con las letras de mi matricula
7353tsp;hyhundai;sonata;4838.61;71.66;melilla;descapotable;243373;1998-05-31;6;2 meses;5 puertas;manual;coche/cocheturquesa.jpeg;tsp estas con las letras de mi matricula
9072ccx;bmw;serie 3;2393.16;9.85;vizcaya;descapotable;199510;2020-04-01;150;10 meses;5 puertas;automatico;coche/cochemarron.jpg;ccx estas con las letras de mi matricula
5658jzh;fiat;500;763.12;89.59;almeria;turismo;101564;1988-05-16;4;8 meses;4 puertas;manual;coche/cochenegro.jpg;jzh estas con las letras de mi matricula
4001aqi;chevrolet;aveo;3313.73;31.94;la rioja;turismo;70279;2020-11-16;122;12 meses;2 puertas;manual;coche/cochegranate.jpg;aqi estas con las letras de mi matricula
9823pfz;bmw;serie1;654.05;49.23;cuenca;sedan;112180;2010-11-01;104;6 meses;4 puertas;manual;coche/cochenaranja.jpg;pfz estas con las letras de mi matricula
7244wum;bmw;serie 1;4602.73;60.26;asturias;descapotable;469612;2015-07-12;175;4 meses;3 puertas;manual;coche/cochegranate.jpg;wum estas con las letras de mi matricula
1554qgh;chevrolet;cruze;8378.46;7.81;segovia;sedan;115302;2007-03-31;140;28 meses;5 puertas;manual;coche/cochegranate.jpg;qgh estas con las letras de mi matricula
5390isy;hyhundai;elantra;6653.92;86.04;la rioja;descapotable;92436;2012-12-17;110;6 meses;2 puertas;manual;coche/cochegranate.jpg;isy estas con las letras de mi matricula
7591qod;bmw;serie 3;3433.13;46.5;barcelona;sedan;60657;1981-12-14;177;4 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;qod estas con las letras de mi matricula
0160vnm;audi;q5;9092.07;24.88;almeria;descapotable;332466;2019-08-23;153;28 meses;4 puertas;manual;coche/cochemarron.jpg;vnm estas con las letras de mi matricula
9381cpk;kia;rio;8379.04;45.51;cadiz;turismo;188642;1970-10-10;14;8 meses;5 puertas;automatico;coche/cocherojo.jpg;cpk estas con las letras de mi matricula
3173owq;lexus;ls;943.02;92.78;guadalajara;turismo;452048;2002-09-27;133;30 meses;4 puertas;automatico;coche/cochenaranja.jpg;owq estas con las letras de mi matricula
8592asw;kia;sorento;1887.87;60.88;melilla;descapotable;452228;1994-01-02;182;8 meses;4 puertas;automatico;coche/cocherojo.jpg;asw estas con las letras de mi matricula
5291wfo;mercedes;vito;3069.49;59.56;palencia;descapotable;363494;1977-12-11;88;2 meses;5 puertas;automatico;coche/cocherojo.jpg;wfo estas con las letras de mi matricula
7853fwz;chevrolet;aveo;1249.08;69.59;zamora;descapotable;4874;1974-08-21;123;8 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;fwz estas con las letras de mi matricula
2879erm;honda;hr-v;710.89;13.86;sevilla;descapotable;371129;2013-12-27;189;18 meses;5 puertas;manual;coche/cocheturquesa.jpeg;erm estas con las letras de mi matricula
9581huc;lexus;ns;4740.88;10.36;las palmas;descapotable;482010;2018-04-23;104;8 meses;2 puertas;manual;coche/cocherojo.jpg;huc estas con las letras de mi matricula
9389xpi;seat;cordoba;5637.0;15.81;ourense;sedan;318630;1988-08-31;11;14 meses;4 puertas;manual;coche/cochegranate.jpg;xpi estas con las letras de mi matricula
2628iwx;ford;fiesta;4402.81;73.33;cadiz;sedan;451869;1992-10-21;54;12 meses;4 puertas;manual;coche/cochenaranja.jpg;iwx estas con las letras de mi matricula
2306svh;ford;custom;5464.93;45.35;a coruna;descapotable;78285;1993-06-10;192;2 meses;5 puertas;automatico;coche/cochenaranja.jpg;svh estas con las letras de mi matricula
9122tvv;bmw;serie 3;4957.37;42.44;leon;turismo;211581;1970-05-15;152;20 meses;3 puertas;automatico;coche/cochenaranja.jpg;tvv estas con las letras de mi matricula
0063wcr;honda;hr-v;334.78;1.2;sevilla;turismo;123077;1977-12-16;51;14 meses;4 puertas;automatico;coche/cochenegro.jpg;wcr estas con las letras de mi matricula
1174cde;fiat;500;6465.74;38.23;burgos;descapotable;262263;2003-09-10;193;24 meses;4 puertas;manual;coche/cochemarron.jpg;cde estas con las letras de mi matricula
1941exm;honda;hr-v;9485.22;20.27;islas baleares;sedan;329325;1977-01-16;86;2 meses;2 puertas;manual;coche/cocheturquesa.jpeg;exm estas con las letras de mi matricula
2456trl;bmw;serie 5;306.15;26.77;lugo;sedan;282383;1988-12-14;147;8 meses;4 puertas;automatico;coche/cocherojo.jpg;trl estas con las letras de mi matricula
6208adr;honda;hr-v;473.32;54.67;barcelona;turismo;67500;1996-12-05;148;30 meses;5 puertas;automatico;coche/cochenaranja.jpg;adr estas con las letras de mi matricula
0490lya;hyhundai;genesis;9223.74;9.46;pontevedra;sedan;342108;2019-03-20;73;2 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;lya estas con las letras de mi matricula
5851yiu;citroen;berlingo;1232.28;70.65;a coruna;sedan;331390;2014-01-22;110;20 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;yiu estas con las letras de mi matricula
2133tzv;honda;cr-v;6807.14;21.86;valencia;descapotable;79465;1996-09-09;189;30 meses;4 puertas;manual;coche/cochemarron.jpg;tzv estas con las letras de mi matricula
2017ntt;citroen;berlingo;8051.68;67.65;cuenca;sedan;225229;1974-08-17;36;16 meses;2 puertas;manual;coche/cochenegro.jpg;ntt estas con las letras de mi matricula
0384tix;bmw;serie1;193.84;88.36;badajoz;descapotable;161385;1985-10-11;172;12 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;tix estas con las letras de mi matricula
7112jdf;ford;fiesta;744.91;4.31;guipuzcoa;descapotable;61946;1999-04-13;64;18 meses;2 puertas;automatico;coche/cocherojo.jpg;jdf estas con las letras de mi matricula
5277bky;chevrolet;aveo;6513.44;56.72;tarragona;descapotable;441628;2017-04-22;69;20 meses;3 puertas;automatico;coche/cochenaranja.jpg;bky estas con las letras de mi matricula
7000ubd;mercedes;vito;9027.75;72.56;caceres;turismo;219275;1996-03-08;152;18 meses;5 puertas;manual;coche/cochegranate.jpg;ubd estas con las letras de mi matricula
3129haj;audi;a3;7312.16;9.23;tarragona;sedan;135238;2000-05-05;187;16 meses;2 puertas;automatico;coche/cochenegro.jpg;haj estas con las letras de mi matricula
1612jly;renault;megane;7145.03;83.05;toledo;turismo;189571;1997-04-26;125;24 meses;5 puertas;automatico;coche/cochegranate.jpg;jly estas con las letras de mi matricula
5034pil;fiat;panda;940.23;76.27;melilla;sedan;10529;1999-01-07;181;12 meses;4 puertas;automatico;coche/cochemarron.jpg;pil estas con las letras de mi matricula
7938ofd;honda;cr-v;9639.75;8.57;asturias;descapotable;232071;2009-01-03;53;14 meses;2 puertas;manual;coche/cochenegro.jpg;ofd estas con las letras de mi matricula
0972bpq;ford;tourne;5998.99;6.03;alicante;sedan;170425;2013-06-11;60;14 meses;4 puertas;automatico;coche/cochegranate.jpg;bpq estas con las letras de mi matricula
0288tyv;mercedes;clase c;7674.46;35.55;tarragona;sedan;145054;2006-08-03;10;12 meses;4 puertas;manual;coche/cochenegro.jpg;tyv estas con las letras de mi matricula
5645uel;kia;picanto;1060.65;16.17;almeria;turismo;129044;1989-05-24;104;16 meses;2 puertas;manual;coche/cocherojo.jpg;uel estas con las letras de mi matricula
6030lnx;citroen;c3;3216.7;53.94;soria;turismo;111878;1979-07-08;114;22 meses;2 puertas;manual;coche/cocheturquesa.jpeg;lnx estas con las letras de mi matricula
5668wvv;ford;custom;1188.49;51.71;lugo;sedan;66664;1996-05-09;198;22 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;wvv estas con las letras de mi matricula
9749ftu;honda;cr-v;2465.72;52.41;lugo;turismo;7025;1981-01-29;178;14 meses;3 puertas;manual;coche/cochenaranja.jpg;ftu estas con las letras de mi matricula
6858nvd;hyhundai;sonata;837.6;85.44;leon;sedan;359142;2016-10-26;68;20 meses;3 puertas;automatico;coche/cochegranate.jpg;nvd estas con las letras de mi matricula
0768jzc;audi;a3;233.39;24.23;asturias;descapotable;272960;1989-02-11;90;4 meses;4 puertas;automatico;coche/cochenaranja.jpg;jzc estas con las letras de mi matricula
3674cqg;fiat;doblo;8940.17;67.84;las palmas;descapotable;122008;1995-10-07;112;4 meses;2 puertas;automatico;coche/cochenegro.jpg;cqg estas con las letras de mi matricula
2533wgt;audi;a6;8944.38;64.8;zamora;turismo;84428;2001-03-08;40;4 meses;5 puertas;manual;coche/cochemarron.jpg;wgt estas con las letras de mi matricula
7491gkc;cadillac;escalade;3348.67;48.0;barcelona;sedan;338790;2016-11-13;62;30 meses;4 puertas;manual;coche/cochenegro.jpg;gkc estas con las letras de mi matricula
7969pex;chevrolet;aveo;2096.56;65.77;tarragona;sedan;223499;2001-08-13;136;24 meses;3 puertas;automatico;coche/cocherojo.jpg;pex estas con las letras de mi matricula
7140wwu;kia;rio;2801.51;76.04;burgos;turismo;255976;2003-09-12;98;30 meses;5 puertas;automatico;coche/cochenaranja.jpg;wwu estas con las letras de mi matricula
5916xgu;audi;q5;2773.92;18.1;santa cruz de tenerife;turismo;155020;2019-12-07;191;8 meses;3 puertas;manual;coche/cocherojo.jpg;xgu estas con las letras de mi matricula
6029auj;citroen;aircross;474.67;58.29;asturias;turismo;93676;2006-07-05;38;10 meses;3 puertas;automatico;coche/cochenegro.jpg;auj estas con las letras de mi matricula
6034dwt;lexus;ns;4408.65;86.02;ourense;descapotable;205000;1985-02-16;179;4 meses;5 puertas;automatico;coche/cochemarron.jpg;dwt estas con las letras de mi matricula
8365kmo;renault;megane;544.03;19.75;melilla;descapotable;499328;1981-02-04;190;16 meses;4 puertas;manual;coche/cochenaranja.jpg;kmo estas con las letras de mi matricula
7906lis;bmw;serie 1;8910.57;53.42;huelva;sedan;481474;1972-08-05;197;28 meses;5 puertas;manual;coche/cocherojo.jpg;lis estas con las letras de mi matricula
5852thf;kia;sorento;8926.83;37.99;la rioja;turismo;417487;1981-08-30;141;12 meses;5 puertas;automatico;coche/cochenaranja.jpg;thf estas con las letras de mi matricula
5393zxz;mercedes;vito;7713.49;1.74;palencia;descapotable;68915;2018-09-05;108;18 meses;3 puertas;automatico;coche/cochenegro.jpg;zxz estas con las letras de mi matricula
2930xmn;lexus;ns;9918.35;53.08;segovia;sedan;106140;2010-12-22;181;2 meses;2 puertas;manual;coche/cocherojo.jpg;xmn estas con las letras de mi matricula
9053mkw;ford;focus;5763.41;49.92;malaga;sedan;421582;2009-04-19;116;6 meses;3 puertas;manual;coche/cocheturquesa.jpeg;mkw estas con las letras de mi matricula
2900mzx;audi;a4;5966.21;85.59;palencia;descapotable;331167;2004-02-17;127;24 meses;2 puertas;manual;coche/cochenaranja.jpg;mzx estas con las letras de mi matricula
0185jmy;bmw;serie 1;1977.48;37.78;ourense;descapotable;390813;1994-09-20;111;12 meses;2 puertas;manual;coche/cocheturquesa.jpeg;jmy estas con las letras de mi matricula
5501icl;honda;cr-v;5057.49;13.01;huesca;sedan;223215;1996-11-22;52;12 meses;4 puertas;automatico;coche/cochegranate.jpg;icl estas con las letras de mi matricula
9888ttq;audi;tt;798.33;60.04;valencia;sedan;453941;2005-03-06;108;12 meses;3 puertas;automatico;coche/cochemarron.jpg;ttq estas con las letras de mi matricula
7967oik;lexus;rx;121.18;41.44;cuenca;turismo;403842;2015-03-31;184;14 meses;2 puertas;automatico;coche/cochenegro.jpg;oik estas con las letras de mi matricula
5661yag;ford;focus;5922.68;18.64;a coruna;sedan;417931;1995-01-05;141;12 meses;3 puertas;manual;coche/cocheturquesa.jpeg;yag estas con las letras de mi matricula
2550mqy;bmw;serie 3;7357.78;43.25;ciudad real;descapotable;56524;1977-10-05;179;20 meses;2 puertas;automatico;coche/cocherojo.jpg;mqy estas con las letras de mi matricula
0994pag;mercedes;clase c;2661.04;89.62;huesca;sedan;364572;2006-07-23;100;10 meses;2 puertas;manual;coche/cochenaranja.jpg;pag estas con las letras de mi matricula
4722mlf;renault;captur;305.39;0.65;jaen;descapotable;330621;1977-07-16;82;10 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;mlf estas con las letras de mi matricula
3678pbw;mercedes;vito;2210.88;38.37;la rioja;turismo;296845;1983-05-28;76;22 meses;5 puertas;manual;coche/cochemarron.jpg;pbw estas con las letras de mi matricula
5849jny;audi;a4;6581.71;44.51;guipuzcoa;descapotable;273987;2006-09-02;151;10 meses;2 puertas;manual;coche/cochemarron.jpg;jny estas con las letras de mi matricula
9687ssb;fiat;doblo;5256.09;78.61;jaen;descapotable;211649;2009-11-08;189;24 meses;3 puertas;automatico;coche/cocherojo.jpg;ssb estas con las letras de mi matricula
1667jbh;citroen;c4;3964.01;77.44;leon;descapotable;309429;2000-01-02;187;22 meses;4 puertas;manual;coche/cochenaranja.jpg;jbh estas con las letras de mi matricula
2166nhh;seat;cordoba;3878.14;99.45;almeria;turismo;297167;2014-04-11;46;18 meses;3 puertas;manual;coche/cocheturquesa.jpeg;nhh estas con las letras de mi matricula
5286iwd;ford;tourne;6252.36;22.09;segovia;descapotable;190204;1984-12-21;169;24 meses;5 puertas;automatico;coche/cochenaranja.jpg;iwd estas con las letras de mi matricula
7259tfk;hyhundai;elantra;5366.47;6.65;almeria;turismo;155324;1976-11-02;33;2 meses;2 puertas;automatico;coche/cochegranate.jpg;tfk estas con las letras de mi matricula
9765lpq;honda;cr-v;8071.8;28.42;huesca;sedan;361999;2010-04-25;155;8 meses;5 puertas;automatico;coche/cochenaranja.jpg;lpq estas con las letras de mi matricula
5656jzq;chevrolet;captiva;3055.84;41.67;badajoz;descapotable;341076;1992-11-27;29;8 meses;4 puertas;automatico;coche/cocherojo.jpg;jzq estas con las letras de mi matricula
8124kwy;seat;cordoba;6766.35;44.14;barcelona;sedan;477275;1997-06-10;42;28 meses;4 puertas;automatico;coche/cochenaranja.jpg;kwy estas con las letras de mi matricula
0217jqo;chevrolet;captiva;2589.84;99.7;vizcaya;descapotable;172243;2019-12-31;130;20 meses;3 puertas;manual;coche/cochemarron.jpg;jqo estas con las letras de mi matricula
7675thu;cadillac;ct6;1699.57;22.17;lugo;descapotable;280067;1992-10-15;120;14 meses;4 puertas;automatico;coche/cochenaranja.jpg;thu estas con las letras de mi matricula
2279izj;bmw;serie 5;9748.53;22.07;teruel;descapotable;153298;1988-03-27;112;8 meses;5 puertas;automatico;coche/cochenegro.jpg;izj estas con las letras de mi matricula
7864yad;bmw;serie 3;4446.43;98.14;pontevedra;turismo;2147;1973-09-26;97;18 meses;3 puertas;automatico;coche/cochenegro.jpg;yad estas con las letras de mi matricula
3547qam;mercedes;vito;2753.6;46.71;barcelona;turismo;305733;2016-08-03;76;22 meses;2 puertas;manual;coche/cocheturquesa.jpeg;qam estas con las letras de mi matricula
6790smy;kia;rio;4352.61;59.46;caceres;sedan;388748;1993-02-02;111;12 meses;4 puertas;automatico;coche/cochenegro.jpg;smy estas con las letras de mi matricula
5956jtx;chevrolet;captiva;8491.44;53.53;ceuta;descapotable;218794;1971-08-05;98;16 meses;3 puertas;manual;coche/cocheturquesa.jpeg;jtx estas con las letras de mi matricula
5957mol;honda;hr-v;7316.47;14.62;cordoba;descapotable;154174;1977-10-31;127;6 meses;4 puertas;manual;coche/cochegranate.jpg;mol estas con las letras de mi matricula
4124rbi;lexus;ns;1683.08;10.25;malaga;sedan;386075;1975-05-13;118;18 meses;4 puertas;automatico;coche/cochemarron.jpg;rbi estas con las letras de mi matricula
6770iqu;land rover;discovery;6620.62;18.85;ceuta;turismo;464771;1982-02-17;1;16 meses;3 puertas;manual;coche/cochenaranja.jpg;iqu estas con las letras de mi matricula
1990ywu;audi;a4;6003.07;49.93;zamora;descapotable;296078;1971-08-02;73;12 meses;3 puertas;manual;coche/cocherojo.jpg;ywu estas con las letras de mi matricula
3507swq;mercedes;clase c;7546.73;17.15;almeria;turismo;419184;1975-01-28;142;10 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;swq estas con las letras de mi matricula
7838ith;land rover;defender;346.43;24.48;teruel;descapotable;405129;1986-06-12;47;20 meses;4 puertas;automatico;coche/cocherojo.jpg;ith estas con las letras de mi matricula
7049dsn;chevrolet;captiva;1043.11;45.54;jaen;descapotable;365220;2013-09-14;16;10 meses;5 puertas;manual;coche/cocheturquesa.jpeg;dsn estas con las letras de mi matricula
7701aoy;cadillac;ats;713.6;95.06;girona;turismo;137547;2018-01-30;198;18 meses;4 puertas;manual;coche/cochegranate.jpg;aoy estas con las letras de mi matricula
3290ito;lexus;ns;1433.13;69.37;cordoba;sedan;245869;1977-08-07;77;12 meses;5 puertas;automatico;coche/cochegranate.jpg;ito estas con las letras de mi matricula
1852wcm;chevrolet;captiva;2670.76;47.47;segovia;descapotable;241082;1988-10-01;68;22 meses;2 puertas;manual;coche/cochegranate.jpg;wcm estas con las letras de mi matricula
6315qql;cadillac;ct6;115.03;35.95;caceres;turismo;303568;1998-01-31;18;22 meses;4 puertas;automatico;coche/cocherojo.jpg;qql estas con las letras de mi matricula
1638msp;honda;jazz;349.63;35.74;guadalajara;descapotable;340939;2006-05-12;95;2 meses;2 puertas;automatico;coche/cochegranate.jpg;msp estas con las letras de mi matricula
0963omk;chevrolet;corvette;6167.36;63.48;valladolid;sedan;315457;1985-10-21;77;30 meses;4 puertas;automatico;coche/cochenaranja.jpg;omk estas con las letras de mi matricula
2182kct;audi;a4;5384.21;28.01;palencia;descapotable;331995;1985-12-13;193;24 meses;3 puertas;automatico;coche/cochegranate.jpg;kct estas con las letras de mi matricula
7418udi;citroen;berlingo;6316.82;71.3;castellon;descapotable;205123;1990-04-29;67;6 meses;4 puertas;automatico;coche/cochemarron.jpg;udi estas con las letras de mi matricula
9003mwg;hyhundai;sonata;2088.02;84.52;tarragona;descapotable;58553;2007-08-04;125;24 meses;3 puertas;automatico;coche/cochenegro.jpg;mwg estas con las letras de mi matricula
8706wjr;citroen;c3;904.83;26.83;cordoba;descapotable;196043;2007-12-20;98;28 meses;4 puertas;manual;coche/cochenegro.jpg;wjr estas con las letras de mi matricula
6452mvx;ford;custom;3518.77;96.5;sevilla;sedan;210517;1982-05-14;142;12 meses;4 puertas;manual;coche/cochemarron.jpg;mvx estas con las letras de mi matricula
2340mow;lexus;rx;176.88;59.14;santa cruz de tenerife;descapotable;91485;2021-03-13;47;10 meses;5 puertas;manual;coche/cochegranate.jpg;mow estas con las letras de mi matricula
8616ias;mercedes;clase a;1051.02;78.84;caceres;descapotable;394085;1997-03-24;167;18 meses;4 puertas;automatico;coche/cochenegro.jpg;ias estas con las letras de mi matricula
0451vxe;bmw;serie1;904.52;74.85;palencia;descapotable;297360;2004-04-30;117;6 meses;5 puertas;manual;coche/cochenegro.jpg;vxe estas con las letras de mi matricula
7736hmb;fiat;500;7025.59;72.1;huelva;turismo;298313;2020-10-19;26;2 meses;3 puertas;automatico;coche/cochenaranja.jpg;hmb estas con las letras de mi matricula
